APC,Prov_State,OutptSvcs,AvgEstSubChg,AvgTotPay
0690 - Level I Electronic Analysis of Devices,NE,648,163.19,33.28
0690 - Level I Electronic Analysis of Devices,NH,13992,166.17,37.38
0690 - Level I Electronic Analysis of Devices,NJ,25077,372.21,39.76
0690 - Level I Electronic Analysis of Devices,NM,1357,136.57,32.16
0690 - Level I Electronic Analysis of Devices,NY,20416,244.03,39.39
0690 - Level I Electronic Analysis of Devices,OH,40331,252.78,32.57
0690 - Level I Electronic Analysis of Devices,OK,21330,131.72,31.4
0690 - Level I Electronic Analysis of Devices,OR,15524,123.09,36.27
0690 - Level I Electronic Analysis of Devices,PA,35248,222.51,32.5
0690 - Level I Electronic Analysis of Devices,RI,2992,138.43,37.98
0690 - Level I Electronic Analysis of Devices,SC,2557,132.04,33.82
0690 - Level I Electronic Analysis of Devices,SD,17443,116.38,34.52
0690 - Level I Electronic Analysis of Devices,TN,5964,226.66,31.54
0690 - Level I Electronic Analysis of Devices,TX,17702,253.31,31.76
0690 - Level I Electronic Analysis of Devices,UT,468,201.25,37.57
0690 - Level I Electronic Analysis of Devices,VA,29230,198.02,32.11
0690 - Level I Electronic Analysis of Devices,VT,2733,164.77,35.22
0690 - Level I Electronic Analysis of Devices,WA,22880,84.95,37.12
0690 - Level I Electronic Analysis of Devices,WI,33451,238.78,35.08
0690 - Level I Electronic Analysis of Devices,WV,4755,103.19,29.77
0692 - Level II Electronic Analysis of Devices,AL,344,788.09,109.38
0692 - Level II Electronic Analysis of Devices,AR,216,226.34,103.94
0692 - Level II Electronic Analysis of Devices,AZ,501,507.36,116.3
0692 - Level II Electronic Analysis of Devices,CA,2755,631.08,157.28
0692 - Level II Electronic Analysis of Devices,CO,508,1117.63,115.85
0692 - Level II Electronic Analysis of Devices,CT,732,705.82,143.69
0692 - Level II Electronic Analysis of Devices,DE,228,264.34,126.97
0692 - Level II Electronic Analysis of Devices,FL,576,478.98,112.44
0692 - Level II Electronic Analysis of Devices,GA,398,702.89,114.27
0692 - Level II Electronic Analysis of Devices,IA,2071,757.84,113.79
0692 - Level II Electronic Analysis of Devices,ID,338,328.91,123.15
0692 - Level II Electronic Analysis of Devices,IL,1875,1021.25,121.35
0692 - Level II Electronic Analysis of Devices,IN,372,797.8,120.27
0692 - Level II Electronic Analysis of Devices,KS,602,1285.21,117.53
0692 - Level II Electronic Analysis of Devices,KY,290,539.5,113.26
0692 - Level II Electronic Analysis of Devices,LA,334,463.71,100.52
0692 - Level II Electronic Analysis of Devices,MA,2139,727.55,146.8
0692 - Level II Electronic Analysis of Devices,ME,841,272.93,123.66
0692 - Level II Electronic Analysis of Devices,MI,981,499.03,121.78
0692 - Level II Electronic Analysis of Devices,MN,647,678.28,129.63
0692 - Level II Electronic Analysis of Devices,MO,1070,710.76,112.65
0692 - Level II Electronic Analysis of Devices,MS,90,432.12,68.39
0692 - Level II Electronic Analysis of Devices,MT,662,335.5,126.85
0692 - Level II Electronic Analysis of Devices,NC,1315,357.34,113.52
0692 - Level II Electronic Analysis of Devices,ND,1433,911.88,125.53
0692 - Level II Electronic Analysis of Devices,NE,152,941.37,121.14
0692 - Level II Electronic Analysis of Devices,NH,476,858.42,135.49
0692 - Level II Electronic Analysis of Devices,NJ,241,674.66,140.69
0692 - Level II Electronic Analysis of Devices,NM,178,365.93,121.48
0692 - Level II Electronic Analysis of Devices,NY,678,512.89,135.09
0692 - Level II Electronic Analysis of Devices,OH,2590,704.86,115.6
0692 - Level II Electronic Analysis of Devices,OK,60,514.62,109.29
0692 - Level II Electronic Analysis of Devices,OR,522,755.31,132.89
0692 - Level II Electronic Analysis of Devices,PA,1083,1079.05,107.3
0692 - Level II Electronic Analysis of Devices,RI,216,438.83,134.92
0692 - Level II Electronic Analysis of Devices,SC,387,523.75,112.94
0692 - Level II Electronic Analysis of Devices,SD,431,408.79,119.77
0692 - Level II Electronic Analysis of Devices,TN,1032,660.72,104.13
0692 - Level II Electronic Analysis of Devices,TX,607,555.24,113.6
0692 - Level II Electronic Analysis of Devices,UT,442,384.22,115.89
0692 - Level II Electronic Analysis of Devices,VA,1203,714.59,112.87
0692 - Level II Electronic Analysis of Devices,VT,80,1208.35,128.84
0692 - Level II Electronic Analysis of Devices,WA,1107,495.8,130.64
0692 - Level II Electronic Analysis of Devices,WI,1009,757.42,119.7
0692 - Level II Electronic Analysis of Devices,WV,810,492.34,108.62
0692 - Level II Electronic Analysis of Devices,WY,29,1966.31,135.13
0698 - Level II Eye Tests & Treatments,AR,494,353.16,86.96
0698 - Level II Eye Tests & Treatments,AZ,116,287.07,94.46
0698 - Level II Eye Tests & Treatments,CA,4156,431.49,132.14
0698 - Level II Eye Tests & Treatments,CO,790,434.06,99.9
0698 - Level II Eye Tests & Treatments,CT,74,555.16,6.52
0698 - Level II Eye Tests & Treatments,DC,109,389.01,96.65
0698 - Level II Eye Tests & Treatments,DE,76,125.21,102.59
0698 - Level II Eye Tests & Treatments,FL,1892,616.54,94.18
0698 - Level II Eye Tests & Treatments,GA,525,253.35,91.86
0698 - Level II Eye Tests & Treatments,HI,355,120.26,109.02
0698 - Level II Eye Tests & Treatments,IA,563,446.68,87.89
0698 - Level II Eye Tests & Treatments,IL,3681,274.27,96.65
0698 - Level II Eye Tests & Treatments,IN,11,327.91,99.73
0698 - Level II Eye Tests & Treatments,KS,109,103.72,95.99
0698 - Level II Eye Tests & Treatments,KY,54,683.81,88.83
0698 - Level II Eye Tests & Treatments,LA,388,281.44,88.33
0698 - Level II Eye Tests & Treatments,MA,3765,320.53,99.53
0698 - Level II Eye Tests & Treatments,ME,518,157.62,85.4
0698 - Level II Eye Tests & Treatments,MI,1768,247.76,92.09
0698 - Level II Eye Tests & Treatments,MN,666,185.21,99.24
0698 - Level II Eye Tests & Treatments,MO,243,383.49,92.16
0698 - Level II Eye Tests & Treatments,MT,102,126.36,88.01
0698 - Level II Eye Tests & Treatments,NC,3760,466.82,92.92
0698 - Level II Eye Tests & Treatments,ND,506,197.42,103.59
0698 - Level II Eye Tests & Treatments,NH,655,528.62,109.33
0698 - Level II Eye Tests & Treatments,NJ,669,462.75,114.96
0698 - Level II Eye Tests & Treatments,NM,106,183.92,86.6
0698 - Level II Eye Tests & Treatments,NY,3639,325.6,101.9
0698 - Level II Eye Tests & Treatments,OH,2825,300.41,90.92
0698 - Level II Eye Tests & Treatments,OR,777,287.1,80.4
0698 - Level II Eye Tests & Treatments,PA,2294,618.12,94.94
0698 - Level II Eye Tests & Treatments,RI,41,722.85,103.54
0698 - Level II Eye Tests & Treatments,SC,841,330.29,90.43
0698 - Level II Eye Tests & Treatments,SD,98,149.34,106.4
0698 - Level II Eye Tests & Treatments,TN,942,497.98,90.05
0698 - Level II Eye Tests & Treatments,TX,2106,320.78,95.2
0698 - Level II Eye Tests & Treatments,UT,522,259.13,89.69
0698 - Level II Eye Tests & Treatments,VA,323,428.05,69.25
0698 - Level II Eye Tests & Treatments,VT,120,325.34,98.49
0698 - Level II Eye Tests & Treatments,WA,533,324,101.2
0698 - Level II Eye Tests & Treatments,WI,1924,233.14,84.68
0698 - Level II Eye Tests & Treatments,WV,280,228.81,82.35
